index,Name,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,KM_Driven,make,mileage_new,engine_new,power_new
3138,Maruti Zen LXI,Jaipur,1998,Petrol,Manual,Third,5,0.45,21,95,maruti,17.3,993,60
3139,Hyundai i10 Sportz,Coimbatore,2013,Petrol,Manual,First,5,4.64,6,32,hyundai,20.36,1197,78.9
3140,Honda Amaze S i-Dtech,Coimbatore,2016,Diesel,Manual,First,5,5.27,3,51,honda,25.8,1498,98.6
3142,Honda Brio 1.2 S MT,Mumbai,2015,Petrol,Manual,First,5,3.95,4,22,honda,18.5,1198,86.8
3143,Hyundai i20 Asta,Kochi,2010,Petrol,Manual,First,5,3.38,9,30,hyundai,17,1197,80
3145,Honda Jazz Select Edition,Kolkata,2010,Petrol,Manual,First,5,1.99,9,45,honda,16.7,1198,88.8
3146,Hyundai Grand i10 Sportz,Coimbatore,2017,Petrol,Manual,First,5,5.84,2,33,hyundai,18.9,1197,82
3153,Maruti Swift Dzire VXI,Coimbatore,2014,Petrol,Manual,First,5,6.69,5,57,maruti,19.1,1197,85.8
3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,Petrol,Manual,First,5,3.1,7,41,volkswagen,16.47,1198,73.9
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,Petrol,Manual,First,8,1.55,7,65,maruti,19.7,796,35
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,Petrol,Automatic,First,5,6.84,0,12,hyundai,18.9,1197,81.86
3157,Tata Nano Twist XT,Hyderabad,2014,Petrol,Manual,First,4,1.6,5,16,tata,25.4,624,37.5
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,Petrol,Manual,First,5,4.75,4,22,volkswagen,16.47,1198,74
3160,Maruti Alto 800 LXI,Chennai,2015,Petrol,Manual,First,5,2.45,4,63,maruti,22.74,796,47.3
3165,Hyundai Grand i10 Magna,Jaipur,2016,Petrol,Manual,First,5,4.25,3,22,hyundai,18.9,1197,82
3166,Chevrolet Sail 1.2 LS,Mumbai,2014,Petrol,Manual,First,5,5.5,5,10,chevrolet,18.2,1199,82.4
3167,Maruti Swift Dzire LXI,Kolkata,2015,Petrol,Manual,First,5,4,4,107,maruti,20.85,1197,83.14
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,Petrol,Manual,First,5,4.65,2,48,tata,17.57,1193,88.7
3171,Maruti Ritz VDi,Hyderabad,2013,Diesel,Manual,First,5,3.9,6,85,maruti,21.1,1248,73.9
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,Petrol,Manual,First,5,5.6,2,14,hyundai,18.9,1197,81.86
3173,Maruti Dzire LDI,Pune,2012,Diesel,Manual,Third,5,2.25,7,150,maruti,28.4,1248,73.75
3177,Maruti Wagon R LXI,Pune,2006,Petrol,Manual,Second,5,2,13,52,maruti,18.9,998,67.1
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,Petrol,Manual,First,5,3.5,8,20,volkswagen,16.47,1198,73.9
3181,Maruti Wagon R VXI,Chennai,2014,Petrol,Manual,First,5,3.45,5,52,maruti,22.5,998,67.04
3182,Maruti Swift Dzire VDI,Kolkata,2013,Diesel,Manual,First,5,4.5,6,43,maruti,23.4,1248,74
3184,Hyundai Grand i10 Asta,Bangalore,2016,Petrol,Manual,First,5,5.5,3,51,hyundai,18.9,1197,82
3185,Nissan Micra Diesel XV Premium,Mumbai,2013,Diesel,Manual,First,5,3,6,69,nissan,23.08,1461,63.1
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,Petrol,Manual,First,5,6.08,2,62,hyundai,18.9,1197,81.86
3192,Hyundai EON D Lite,Pune,2013,Petrol,Manual,First,5,2.1,6,30,hyundai,21.1,814,55.2
3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,Petrol,Manual,Second,5,1.4,15,60,maruti,17.3,1061,64
3202,Maruti Swift VDI,Delhi,2014,Diesel,Manual,First,5,4.3,5,50,maruti,22.9,1248,74
3204,Maruti Ertiga VDI,Kochi,2015,Diesel,Manual,First,7,6.91,4,58,maruti,20.77,1248,88.76
3206,Maruti Swift Dzire VDi,Jaipur,2010,Diesel,Manual,Second,5,4,9,130,maruti,19.3,1248,73.9
3207,Maruti Ritz VDi,Hyderabad,2011,Diesel,Manual,First,5,3.65,8,79,maruti,23.2,1248,73.94
3209,Honda Brio S MT,Kochi,2015,Petrol,Manual,First,5,4.51,4,49,honda,19.4,1198,86.8
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,Diesel,Manual,First,5,3.7,5,54,tata,21.02,1248,88.8
3213,Maruti Swift VXI,Delhi,2015,Petrol,Manual,First,5,4.15,4,62,maruti,18.6,1197,85.8
3216,Honda Amaze S i-Vtech,Mumbai,2017,Petrol,Manual,First,5,4.25,2,32,honda,18,1198,86.7
3221,Ford Ikon 1.3 Flair,Chennai,2002,Petrol,Manual,Third,5,0.8,17,65,ford,13.8,1299,70
3223,Maruti A-Star Vxi,Hyderabad,2008,Petrol,Manual,First,5,2.25,11,51,maruti,19,998,66.1
3224,Tata Sumo EX,Kolkata,2016,Diesel,Manual,First,7,4.85,3,46,tata,14.07,1948,83.1
3226,Nissan Micra XV D,Chennai,2012,Diesel,Manual,Second,5,2.5,7,93,nissan,23.19,1461,63.12
3228,Maruti 800 Std,Pune,2003,Petrol,Manual,First,4,0.5,16,52,maruti,16.1,796,37
3230,Maruti SX4 VDI,Delhi,2014,Diesel,Manual,First,5,4.5,5,90,maruti,21.5,1248,88.8
3231,Hyundai i20 Sportz AT 1.4,Bangalore,2013,Petrol,Automatic,First,5,4.75,6,72,hyundai,15,1396,98.6
3238,Honda Amaze S i-Dtech,Pune,2015,Diesel,Manual,First,5,4.65,4,110,honda,25.8,1498,98.6
3239,Maruti Dzire ZDI,Ahmedabad,2013,Diesel,Manual,First,5,4.65,6,56,maruti,28.4,1248,73.75
3240,Maruti Swift LXI,Kolkata,2013,Petrol,Manual,First,5,3.15,6,60,maruti,18.6,1197,85.8
3243,Maruti Swift VDI,Chennai,2012,Diesel,Manual,First,5,4.5,7,63,maruti,22.9,1248,74
3245,Maruti Swift VXI BSIV,Mumbai,2016,Petrol,Manual,First,5,4.31,3,29,maruti,20.4,1197,81.8
3246,Honda Jazz 1.2 SV i VTEC,Kochi,2016,Petrol,Manual,First,5,6.2,3,25,honda,18.7,1199,88.7
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,Petrol,Manual,First,5,3.32,8,58,volkswagen,16.47,1198,73.9
3250,Toyota Etios G SP,Bangalore,2013,Petrol,Manual,First,5,4.7,6,132,toyota,16.78,1496,88.73
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,Petrol,Manual,First,5,7.34,1,8,ford,19,1194,94.68
3255,Maruti Baleno Alpha 1.2,Delhi,2016,Petrol,Manual,First,5,6.9,3,17,maruti,21.4,1197,83.1
3256,Honda Jazz V,Mumbai,2016,Petrol,Manual,First,5,5.9,3,31,honda,18.2,1199,88.7
3258,Honda Amaze VX i-DTEC,Ahmedabad,2014,Diesel,Manual,First,5,4.1,5,81,honda,25.8,1498,98.6
3262,Maruti Swift Dzire VDI,Jaipur,2014,Diesel,Manual,First,5,5.25,5,75,maruti,23.4,1248,74
3263,Tata Indica Vista Quadrajet LS,Kolkata,2012,Diesel,Manual,Second,5,1.2,7,80,tata,22.3,1248,74
3267,Honda Amaze S i-Dtech,Delhi,2015,Diesel,Manual,First,5,4.45,4,58,honda,25.8,1498,98.6
3269,Maruti Ritz VDi,Kochi,2015,Diesel,Manual,First,5,4.38,4,57,maruti,23.2,1248,73.94
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,Diesel,Manual,First,5,7.9,3,40,maruti,28.09,1248,88.5
3273,Maruti Baleno Delta CVT,Coimbatore,2018,Petrol,Automatic,First,5,7.29,1,34,maruti,21.4,1197,83.1
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,Diesel,Manual,First,5,6,7,45,ford,23.5,1498,88.7
3276,Maruti Alto LXi,Jaipur,2009,Petrol,Manual,First,5,1.5,10,63,maruti,19.7,796,46.3
3279,Hyundai Santro Xing GLS,Coimbatore,2012,Petrol,Manual,First,5,3.32,7,43,hyundai,17.92,1086,62.1
3280,Maruti Swift VDI,Kochi,2015,Diesel,Manual,First,5,4.94,4,46,maruti,22.9,1248,74
3282,Renault KWID RXT,Hyderabad,2016,Petrol,Manual,First,5,3.4,3,48,renault,25.17,799,53.3
3283,Maruti Swift VDI,Kochi,2013,Diesel,Manual,First,5,4.17,6,56,maruti,22.9,1248,74
3284,Maruti Zen LXI,Hyderabad,2005,Petrol,Manual,Second,5,1.25,14,84,maruti,17.3,993,60
3285,Hyundai Grand i10 Magna AT,Mumbai,2016,Petrol,Automatic,First,5,5.45,3,9,hyundai,18.9,1197,82
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,Diesel,Manual,First,5,2.59,7,79,tata,21.12,1248,88.8
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,Petrol,Manual,Second,5,2.45,9,72,maruti,17.5,1197,85.8
3294,Chevrolet Beat LT,Pune,2011,Petrol,Manual,Second,5,1.8,8,48,chevrolet,18.6,1199,79.4
3296,Honda Jazz 1.2 S i VTEC,Mumbai,2015,Petrol,Manual,First,5,4.9,4,31,honda,18.7,1199,88.7
3297,Nissan Micra XL Primo,Jaipur,2010,Petrol,Manual,First,5,2.25,9,75,nissan,18.06,1198,75
3298,Maruti Ciaz AT ZXi,Coimbatore,2017,Petrol,Automatic,First,5,8.89,2,51,maruti,19.12,1373,91.1
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,Diesel,Manual,First,5,5.65,1,17,ford,26.1,1498,99
3301,Maruti Ertiga ZDI,Jaipur,2014,Diesel,Manual,First,7,7,5,57,maruti,20.77,1248,88.8
3302,Maruti Alto 800 LXI,Hyderabad,2016,Petrol,Manual,First,5,2.95,3,9,maruti,22.74,796,47.3
3303,Honda Brio V MT,Chennai,2013,Petrol,Manual,First,5,3.3,6,53,honda,19.4,1198,86.8
3305,Honda City 1.5 GXI,Jaipur,2007,Petrol,Manual,First,5,2.3,12,75,honda,12.8,1493,100
3307,Toyota Etios Liva GD,Delhi,2013,Diesel,Manual,First,5,3.1,6,64,toyota,23.59,1364,67.06
3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,Petrol,Manual,First,5,6.75,2,11,honda,18.7,1199,88.7
3313,Mahindra TUV 300 2015-2019 T8,Kochi,2017,Diesel,Manual,First,7,8.87,2,57,mahindra,18.49,1493,100
3315,Maruti Ertiga VDI,Pune,2012,Diesel,Manual,First,7,4.5,7,168,maruti,20.77,1248,88.76
3318,Maruti Ertiga ZDI,Hyderabad,2016,Diesel,Manual,First,7,8.75,3,85,maruti,20.77,1248,88.8
3320,Hyundai i10 Magna 1.2,Kolkata,2011,Petrol,Manual,First,5,2.21,8,35,hyundai,20.36,1197,78.9
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,Petrol,Manual,First,5,1.6,7,126,maruti,16.8,796,34.2
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,Petrol,Automatic,First,5,6.25,3,19,honda,15.5,1198,86.7
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,Diesel,Manual,First,5,6.25,4,52,maruti,28.09,1248,88.5
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,Diesel,Manual,First,5,5.1,6,65,ford,22.7,1498,89.84
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,Diesel,Manual,First,5,5.7,3,75,hyundai,24,1120,70
3331,Chevrolet Beat Diesel LT,Kochi,2012,Diesel,Manual,First,5,2.4,7,42,chevrolet,25.44,936,56.3
3332,Mahindra Quanto C6,Mumbai,2013,Diesel,Manual,First,7,3.49,6,35,mahindra,17.21,1493,100
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,Petrol,Automatic,First,5,4,8,54,hyundai,19.2,1197,80
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,Diesel,Manual,First,5,3.85,6,84,toyota,23.59,1364,67.04
3336,Hyundai i10 Magna 1.2,Jaipur,2013,Petrol,Manual,Second,5,3,6,75,hyundai,20.36,1197,78.9
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,Petrol,Manual,First,5,6.7,1,24,ford,18.16,1196,86.8
3338,Maruti Ritz ZXi,Coimbatore,2016,Petrol,Manual,First,5,6.14,3,22,maruti,18.5,1197,85.8
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,Petrol,Automatic,Second,5,4.4,7,58,hyundai,15,1396,98.6
3340,Maruti Swift Dzire LDI,Pune,2017,Diesel,Manual,First,5,4.25,2,57,maruti,26.59,1248,74
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,Petrol,Manual,First,5,4.45,2,30,hyundai,20.3,998,68.05
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,Diesel,Manual,First,5,2.4,8,38,hyundai,21.9,1396,90
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,Petrol,Automatic,First,5,6.93,2,46,maruti,18.5,1197,83.14
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,Diesel,Manual,First,5,4.25,5,64,hyundai,21.9,1396,90
3350,Hyundai Grand i10 Sportz,Chennai,2015,Petrol,Manual,First,5,4.9,4,15,hyundai,18.9,1197,82
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,Diesel,Manual,First,5,4.5,5,32,hyundai,23,1396,90
3352,Renault KWID RXT,Jaipur,2016,Petrol,Manual,First,5,3,3,12,renault,25.17,799,53.3
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,Petrol,Automatic,First,5,5.8,4,59,hyundai,16.9,1197,82
3358,Maruti Celerio VXI AMT,Chennai,2015,Petrol,Automatic,First,5,3.5,4,55,maruti,23.1,998,67.04
3359,Maruti Wagon R LXI,Pune,2010,Petrol,Manual,First,5,2,9,71,maruti,18.9,998,67.1
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,Diesel,Manual,First,5,4,7,70,hyundai,21.9,1396,88.8
3364,Hyundai i10 Magna,Ahmedabad,2014,Petrol,Manual,First,5,3.75,5,51,hyundai,20.36,1197,78.9
3366,Honda City i DTEC SV,Mumbai,2014,Diesel,Manual,First,5,6.15,5,25,honda,26,1498,98.6
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,Petrol,Manual,First,5,2.4,7,12,maruti,20.92,998,67.1
3368,Maruti Swift Ldi BSIII,Pune,2009,Diesel,Manual,Fourth & Above,5,2.15,10,80,maruti,17.8,1248,75
3369,Hyundai Grand i10 Magna,Kolkata,2016,Petrol,Manual,First,5,3.75,3,21,hyundai,18.9,1197,82
3370,Ford Figo Petrol ZXI,Mumbai,2011,Petrol,Manual,Second,5,2.15,8,32,ford,15.6,1196,70
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,Petrol,Manual,First,5,4.75,4,50,hyundai,18.9,1197,81.86
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,Diesel,Manual,First,5,4.35,5,61,honda,25.8,1498,98.6
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,Petrol,Manual,First,5,4.27,2,42,hyundai,19.81,1086,68.05
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,Diesel,Manual,Second,5,4.25,7,97,renault,20.45,1461,83.8
3381,Maruti Vitara Brezza LDi,Kochi,2017,Diesel,Manual,First,5,8.61,2,35,maruti,24.3,1248,88.5
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,Diesel,Manual,First,5,9.25,1,32,ford,23,1498,98.96
3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,Petrol,Manual,First,5,7.53,1,22,volkswagen,16.47,1198,74
3387,Honda Brio S Option AT,Chennai,2012,Petrol,Automatic,First,5,4.15,7,31,honda,16.5,1198,86.8
3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,Petrol,Manual,First,5,5.84,2,30,ford,18.16,1196,86.8
3391,Hyundai i10 Sportz Option,Pune,2013,Petrol,Manual,First,5,3.55,6,45,hyundai,20.36,1197,78.9
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,Petrol,Manual,First,5,8.9,1,11,hyundai,18.6,1197,81.83
3393,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,Diesel,Manual,Second,5,2.5,13,121,skoda,16.4,1896,90
3396,Hyundai Getz GVS,Mumbai,2005,Petrol,Manual,Second,5,1.8,14,90,hyundai,15.3,1341,61
3397,Ford Figo Diesel EXI,Chennai,2010,Diesel,Manual,First,5,2.25,9,78,ford,20,1399,68
3399,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,Petrol,Manual,First,5,4.35,4,27,volkswagen,16.47,1198,74
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,Diesel,Manual,First,5,4.99,7,42,hyundai,23,1396,90
3403,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,Petrol,Automatic,First,5,9.15,1,12,honda,19,1199,88.7
3409,Renault Scala RxL AT,Mumbai,2013,Petrol,Automatic,First,5,3.65,6,7,renault,17.97,1498,99.6
3411,Maruti Alto 800 VXI,Pune,2017,Petrol,Manual,First,5,3.11,2,38,maruti,22.74,796,47.3
3412,Toyota Etios G,Kochi,2013,Petrol,Manual,First,5,4.57,6,56,toyota,17.6,1496,88.73
3413,Hyundai i20 Sportz Option,Mumbai,2014,Petrol,Manual,First,5,5.32,5,17,hyundai,17,1197,80
3414,Hyundai i10 Sportz,Hyderabad,2012,Petrol,Manual,First,5,3.2,7,53,hyundai,20.36,1197,78.9
3415,Maruti Swift VDI BSIV,Kochi,2016,Diesel,Manual,First,5,5.63,3,67,maruti,25.2,1248,74
3416,Hyundai EON Magna Plus,Hyderabad,2015,Petrol,Manual,First,5,3,4,19,hyundai,21.1,814,55.2
3418,Tata Indigo XL Classic Dicor,Delhi,2011,Diesel,Manual,First,5,1.2,8,80,tata,23.57,1396,70
3419,Maruti Alto 800 LXI,Delhi,2015,Petrol,Manual,First,5,2.15,4,61,maruti,22.74,796,47.3
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,Diesel,Manual,First,5,3.05,9,39,volkswagen,22.07,1199,73.9
3422,Hyundai Santro Xing GLS,Hyderabad,2008,Petrol,Manual,First,5,2.3,11,80,hyundai,17.92,1086,62.1
3423,Maruti Swift ZXI,Kolkata,2016,Petrol,Manual,First,5,4.95,3,34,maruti,20.4,1197,81.8
3424,Renault Scala Diesel RxL,Hyderabad,2013,Diesel,Manual,First,5,4.75,6,130,renault,21.64,1461,84.8
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,Diesel,Manual,First,5,10.15,1,52,maruti,24.3,1248,88.5
3426,Nissan Micra XV,Kolkata,2011,Petrol,Manual,First,5,2.65,8,44,nissan,18.06,1198,75
3427,Ford Figo Diesel EXI,Hyderabad,2015,Diesel,Manual,First,5,3.8,4,84,ford,20,1399,68.05
3430,Toyota Etios Liva 1.2 G,Chennai,2011,Petrol,Manual,Second,5,3.75,8,42,toyota,17.71,1197,78.9
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,Diesel,Manual,Third,5,4.11,6,129,hyundai,21.27,1396,88.76
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,Petrol,Manual,Second,5,4.25,4,32,ford,18.16,1196,86.8
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,Petrol,Manual,First,5,0.9,12,140,chevrolet,15.26,1150,74.9
3437,Hyundai Getz GLS,Hyderabad,2006,Petrol,Manual,First,5,1.85,13,63,hyundai,15.3,1341,83
3438,Honda Amaze S i-Dtech,Kolkata,2013,Diesel,Manual,First,5,3.25,6,39,honda,25.8,1498,98.6
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,Diesel,Manual,First,5,7.34,5,70,ford,22.7,1498,89.84
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,Diesel,Manual,First,5,4.25,4,26,volkswagen,20.14,1498,88.5
3442,Hyundai Elite i20 Petrol Sportz,Delhi,2016,Petrol,Manual,First,5,6.45,3,13,hyundai,18.6,1197,81.86
3445,Maruti Wagon R LX BSIII,Jaipur,2005,Petrol,Manual,Second,5,0.99,14,115,maruti,17.3,1061,64
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,Petrol,Manual,First,5,6.1,3,30,hyundai,18.6,1197,81.86
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,Petrol,Manual,First,5,8.25,2,32,honda,17.5,1199,88.7
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,Petrol,Manual,First,5,4.65,6,74,volkswagen,16.47,1198,73.9
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,Petrol,Manual,First,5,4.4,5,61,hyundai,18.9,1197,81.86
3452,Maruti Swift Dzire VXI,Kolkata,2014,Petrol,Manual,First,5,3.99,5,33,maruti,19.1,1197,85.8
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,Diesel,Manual,First,5,5.27,5,71,ford,22.7,1498,89.84
3456,Honda City i DTec V,Ahmedabad,2016,Diesel,Manual,First,5,7.25,3,67,honda,26,1498,98.6
3457,Tata Indigo LS,Chennai,2008,Diesel,Manual,Second,5,1.6,11,99,tata,17,1405,70
3459,Hyundai i10 Sportz,Chennai,2010,Petrol,Manual,First,5,3,9,26,hyundai,20.36,1197,78.9
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,Petrol,Manual,First,5,4.95,4,27,honda,18.7,1199,88.7
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,Diesel,Manual,First,5,8.99,3,82,maruti,23.65,1248,88.5
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,Petrol,Manual,First,5,6.16,3,26,volkswagen,16.47,1198,73.9
3464,Maruti Ritz VDi,Hyderabad,2010,Diesel,Manual,First,5,3.5,9,110,maruti,21.1,1248,73.9
3465,Honda Amaze S Petrol,Jaipur,2014,Petrol,Manual,First,5,4.5,5,69,honda,19.5,1199,88.76
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,Petrol,Manual,First,5,7.75,2,12,hyundai,18.6,1197,81.83
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,Diesel,Manual,First,5,6.6,5,77,renault,20.45,1461,83.8
3468,Hyundai Grand i10 Magna,Kochi,2014,Petrol,Manual,First,5,4.98,5,48,hyundai,18.9,1197,82
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,Diesel,Manual,First,5,5.55,5,69,ford,22.7,1498,89.84
3473,Chevrolet Aveo 1.4,Hyderabad,2008,Petrol,Manual,First,5,1.8,11,55,chevrolet,14.49,1399,92.7
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,Petrol,Manual,First,5,6.25,2,18,volkswagen,16.2,1199,74
3475,Mahindra Xylo D4 BS III,Hyderabad,2015,Diesel,Manual,Second,7,6.8,4,129,mahindra,14.95,2489,93.7
3476,Hyundai i10 Magna AT,Hyderabad,2009,Petrol,Automatic,First,5,3,10,50,hyundai,19.2,1197,80
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,Petrol,Manual,First,5,5.5,5,33,hyundai,18.9,1197,81.86
3481,Hyundai i20 Asta Option 1.2,Mumbai,2015,Petrol,Manual,First,5,5.65,4,25,hyundai,18.6,1197,81.83
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,Diesel,Manual,First,8,3.25,6,71,chevrolet,18.2,1248,73.8
3485,Chevrolet Beat Diesel PS,Jaipur,2013,Diesel,Manual,First,5,1.55,6,98,chevrolet,25.44,936,57.6
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,Petrol,Manual,First,5,6.72,3,44,hyundai,18.6,1197,81.83
3491,Mahindra Quanto C4,Hyderabad,2012,Diesel,Manual,First,7,3.8,7,90,mahindra,17.21,1493,100
3495,Maruti Wagon R LXI BS IV,Pune,2010,Petrol,Manual,First,5,2.3,9,91,maruti,18.9,998,67.1
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,Diesel,Manual,First,7,8.7,3,50,maruti,24.52,1248,88.5
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,Diesel,Manual,First,5,4.95,4,58,hyundai,24.4,1120,71.01
3498,Maruti Swift VDI,Jaipur,2012,Diesel,Manual,First,5,4.25,7,80,maruti,22.9,1248,74
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,Diesel,Manual,Second,5,6,4,54,hyundai,22.54,1396,88.73
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,Petrol,Manual,First,6,4.1,3,24,mahindra,18.15,1198,82
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,Petrol,Manual,First,5,2.01,6,24,maruti,24.7,796,47.3
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,Petrol,Manual,First,5,2.6,9,59,fiat,15.7,1172,67
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,Petrol,Manual,First,5,2.35,7,40,maruti,18.9,998,67.1
3508,Honda Brio EX MT,Chennai,2013,Petrol,Manual,First,5,2.9,6,42,honda,19.4,1198,86.8
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,Diesel,Manual,Second,5,9.18,2,24,hyundai,22.54,1396,88.73
3512,Honda Amaze S i-VTEC,Kochi,2017,Petrol,Manual,First,5,5.53,2,61,honda,17.8,1198,86.7
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,Petrol,Manual,First,6,3.75,3,13,mahindra,18.15,1198,82
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,Petrol,Manual,Second,5,5.25,5,30,volkswagen,16.47,1198,74
3524,Maruti Swift VDI,Jaipur,2015,Diesel,Manual,First,5,5.1,4,63,maruti,28.4,1248,74
3525,Honda Amaze S i-Dtech,Delhi,2014,Diesel,Manual,First,5,3.5,5,66,honda,25.8,1498,98.6
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,Diesel,Manual,First,5,5.55,7,93,hyundai,23.5,1396,88.7
3529,Maruti Swift VXI,Ahmedabad,2012,Petrol,Manual,First,5,3.91,7,48,maruti,18.6,1197,85.8
3530,Chevrolet Beat LS,Chennai,2010,Petrol,Manual,First,5,2.19,9,66,chevrolet,18.6,1199,79.4
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,Petrol,Automatic,First,5,6.89,2,27,hyundai,18.9,1197,82
3532,Ford Figo Petrol ZXI,Coimbatore,2011,Petrol,Manual,Second,5,3.47,8,51,ford,15.6,1196,70
3534,Maruti Swift VXI BSIII,Pune,2010,Petrol,Manual,First,5,2.85,9,75,maruti,16.1,1298,88.2
3537,Honda Jazz V,Hyderabad,2015,Petrol,Manual,First,5,6.3,4,37,honda,18.2,1199,88.7
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,Diesel,Manual,First,5,4.75,5,70,volkswagen,20.14,1498,88.8
3539,Nissan Terrano XL D Option,Hyderabad,2013,Diesel,Manual,First,5,5.8,6,65,nissan,19.87,1461,83.14
3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,Petrol,Manual,First,5,4.65,5,44,hyundai,18.5,1197,82.9
3547,Datsun GO Plus T,Kolkata,2016,Petrol,Manual,First,7,3.25,3,12,datsun,19.44,1198,67
